gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
48482,"A Life for a Life, Volume 2 (of 3)","Craik, Dinah Maria Mulock",264,en,NA,Public domain in the USA.,TRUE
48483,"A Life for a Life, Volume 3 (of 3)","Craik, Dinah Maria Mulock",264,en,NA,Public domain in the USA.,TRUE
48484,Narrative and Lyric Poems (Second Series) for Use in the Lower School,NA,NA,en,NA,Public domain in the USA.,TRUE
48485,Psychologies,"Ross, Ronald, Sir",44647,en,NA,Public domain in the USA.,TRUE
48486,Duality of Voice,"Sutro, Emil",44819,en,NA,Public domain in the USA.,TRUE
48487,Young Earnest: The Romance of a Bad Start in Life,"Cannan, Gilbert",2603,en,NA,Public domain in the USA.,TRUE
48491,"Views of St. Paul's Cathedral, London","Sparrow-Simpson, W. J. (William John)",44821,en,NA,Public domain in the USA.,TRUE
48492,Cremation of the Dead: Its History and Bearings Upon Public Health,"Eassie, William",44822,en,NA,Public domain in the USA.,TRUE
48494,"Beadle's Dime Song Book No. 1
A Collection of New and Popular Comic and Sentimental Songs.",Various,116,en,NA,Public domain in the USA.,TRUE
48495,Nietzsche and Other Exponents of Individualism,"Carus, Paul",25540,en,NA,Public domain in the USA.,TRUE
48497,"The Silent Watchers
England's Navy during the Great War: What It Is, and What We Owe to It","Copplestone, Bennet",3550,en,NA,Public domain in the USA.,TRUE
48499,"Jaundice: Its Pathology and Treatment
With the Application of Physiological Chemistry to the Detection and Treatment of Diseases of the Liver and Pancreas","Harley, George",31736,en,NA,Public domain in the USA.,TRUE
48500,Sir Wilfrid Laurier,"McArthur, Peter",44631,en,NA,Public domain in the USA.,TRUE
48501,Katy Gaumer,"Singmaster, Elsie",40794,en,NA,Public domain in the USA.,TRUE
48503,"Birds and Nature, Vol. 08, No. 1, June 1900
In Natural Colors",Various,116,en,NA,Public domain in the USA.,TRUE
48504,The Double Garden,"Maeterlinck, Maurice",795,en,NA,Public domain in the USA.,TRUE
48505,David Blaize and the Blue Door,"Benson, E. F. (Edward Frederic)",812,en,NA,Public domain in the USA.,TRUE
48506,"Harper's Round Table, November 5, 1895",Various,116,en,NA,Public domain in the USA.,TRUE
48507,Devonshire Characters and Strange Events,"Baring-Gould, S. (Sabine)",1766,en,NA,Public domain in the USA.,TRUE
48509,Reminiscences of the King of Roumania,"Kremnitz, Mite",9378,en,NA,Public domain in the USA.,TRUE
48510,Thirteen Stories,"Cunninghame Graham, R. B. (Robert Bontine)",644,en,NA,Public domain in the USA.,TRUE
48511,"Vikram and the Vampire; or, Tales of Hindu Devilry","Burton, Richard Francis, Sir",898,en,NA,Public domain in the USA.,TRUE
48513,His Master's Voice,"Garrett, Randall",25267,en,NA,Public domain in the USA.,TRUE
48514,"The Lake-Dwellings of Europe
Being the Rhind Lectures in Archæology for 1888","Munro, Robert",46833,en,NA,Public domain in the USA.,TRUE
48515,"Psycho Vox; or, The Emerson System of Voice Culture","Emerson, Charles Wesley",1600,en,NA,Public domain in the USA.,TRUE
48516,"Curiosities of Science, Past and Present
A Book for Old and Young","Timbs, John",40389,en,NA,Public domain in the USA.,TRUE
48517,Mother Stories from the Book of Mormon,"Morton, William A.",44831,en,Latter Day Saints,Public domain in the USA.,TRUE
48521,The Price of Blood: An Extravaganza of New York Life in 1807,"Pyle, Howard",491,en,NA,Public domain in the USA.,TRUE
48522,Old Country Life,"Baring-Gould, S. (Sabine)",1766,en,NA,Public domain in the USA.,TRUE
48523,"Birds and Nature, Vol. 08, No. 2, September 1900
Illustrated by Color Photography",Various,116,en,NA,Public domain in the USA.,TRUE
48524,"Motor Matt's Queer Find; or, The Secret of the Iron Chest","Matthews, Stanley R.",43601,en,NA,Public domain in the USA.,TRUE
48525,A Concise Chronicle of Events of the Great War,"Rowe, R. P. P.",44835,en,NA,Public domain in the USA.,TRUE
48528,"The great probability of a North West Passage
deduced from observations on the letter of Admiral de Fonte",NA,NA,en,NA,Public domain in the USA.,TRUE
48531,The Romaunce of the Sowdone of Babylone and of Ferumbras His Sone Who Conquerede Rome,NA,NA,en,Early English Text Society,Public domain in the USA.,TRUE
48532,"The Last Days of Fort Vaux, March 9-June 7, 1916","Bordeaux, Henry",4478,en,NA,Public domain in the USA.,TRUE
48533,Sweet Hours,"Sylva, Carmen",35434,en,NA,Public domain in the USA.,TRUE
48534,With the Flag to Pretoria: A History of the Boer War of 1899-1900. Volume 1,"Wilson, Herbert Wrigley",44841,en,NA,Public domain in the USA.,TRUE
48535,"Spanish America, Its Romance, Reality and Future, Vol. 2 (of 2)","Enock, C. Reginald (Charles Reginald)",9627,en,NA,Public domain in the USA.,TRUE
48536,"The Motor Boys on the Border; Or, Sixty Nuggets of Gold","Young, Clarence",1632,en,NA,Public domain in the USA.,TRUE
48537,Billy Bounce,NA,NA,en,NA,Public domain in the USA.,TRUE
48538,Comrades: A Drama in Three Acts,"Baker, George M. (George Melville)",44486,en,NA,Public domain in the USA.,TRUE
48539,"A System of Pyrotechny
Comprehending the theory and practice, with the application of chemistry; designed for exhibition and for war.","Cutbush, James",44843,en,NA,Public domain in the USA.,TRUE
48540,"Birds and Nature Vol. 08, No. 3, October 1900
Illustrated by Color Photography",Various,116,en,NA,Public domain in the USA.,TRUE
48545,Fables of Field and Staff,"Frye, James A. (James Albert)",44849,en,NA,Public domain in the USA.,TRUE
48546,Bee Keeping,"Benton, Frank",45659,en,NA,Public domain in the USA.,TRUE
48547,Bees,"Phillips, Everett Franklin",44850,en,NA,Public domain in the USA.,TRUE
48548,Further remarks on the policy of lending Bodleian printed books and manuscripts,"Chandler, Henry W. (Henry William)",39093,en,NA,Public domain in the USA.,TRUE
48549,March Anson and Scoot Bailey of the U.S. Navy,"McClintock, Marshall",44681,en,World War II,Public domain in the USA.,TRUE
48550,"Campaigning in Kaffirland; Or, Scenes and Adventures in the Kaffir War of 1851-52","King, William Ross",44852,en,NA,Public domain in the USA.,TRUE
48551,"Costume: Fanciful, Historical and Theatrical","Aria, Mrs. (Eliza Davis)",44853,en,NA,Public domain in the USA.,TRUE
48552,The Blissylvania Post-Office,"Taggart, Marion Ames",39964,en,NA,Public domain in the USA.,TRUE
48553,"Emblematic Illumination; or Forms, Colours and Emblems
Suitable for Illuminating Texts of Holy Scripture in Large Style, in Oils or Water-colours.",NA,NA,en,NA,Public domain in the USA.,TRUE
48555,The History of the Most Noble Order of the Garter,"Ashmole, Elias",6334,en,NA,Public domain in the USA.,TRUE
48556,"Harper's Round Table, November 12, 1895",Various,116,en,NA,Public domain in the USA.,TRUE
48560,Schöne Aussicht: A Journal of Our Trip Abroad,"Spilker, Louise",44856,en,NA,Public domain in the USA.,TRUE
48561,Berkshire,"Monckton, Horace Woollaston",44857,en,NA,Public domain in the USA.,TRUE
48562,"The Jesuit Relations and Allied Documents, Vol. 5: Quebec, 1632-1633",NA,NA,en,NA,Public domain in the USA.,TRUE
48563,Interpretations of Poetry and Religion,"Santayana, George",5805,en,NA,Public domain in the USA.,TRUE
48565,Making Life Worth While,"Fairbanks, Douglas",4694,en,NA,Public domain in the USA.,TRUE
48566,"Barracks, Bivouacs and Battles","Forbes, Archibald",2739,en,NA,Public domain in the USA.,TRUE
48568,"The Gate of Remembrance
The Story of the Psychological Experiment which Resulted in the Discovery of the Edgar Chapel at Glastonbury","Bond, Frederick Bligh",44859,en,NA,Public domain in the USA.,TRUE
48571,Philip of Texas: A Story of Sheep Raising in Texas,"Otis, James",1433,en,NA,Public domain in the USA.,TRUE
48572,Germany before the war,"Beyens, baron (Eugène-Napoléon)",44860,en,NA,Public domain in the USA.,TRUE
48573,British and Foreign Arms & Armour,"Ashdown, Charles Henry",44861,en,NA,Public domain in the USA.,TRUE
48575,"The Century of Inventions of the Marquis of Worcester
from the Original MS., with Historical and Explanatory Notes and a Biographical Memoir","Worcester, Edward Somerset, Marquis of",44719,en,NA,Public domain in the USA.,TRUE
48577,"Colin Campbell, Lord Clyde","Forbes, Archibald",2739,en,NA,Public domain in the USA.,TRUE
48578,"Ludwig the Second, King of Bavaria","Tschudi, Clara",44863,en,NA,Public domain in the USA.,TRUE
48579,"Birds and Nature, Vol. 08, No. 4, November 1900
Illustrated by Color Photography",Various,116,en,NA,Public domain in the USA.,TRUE
48580,"Chambers's Edinburgh Journal, No. 305
New Series, Saturday, November 3, 1849",Various,116,en,Chambers's Edinburgh Journal,Public domain in the USA.,TRUE
48582,"My Life at Sea
being a ""yarn"" loosely spun for the purpose of holding together certain reminiscences of the transition period from sail to steam in the British mercantile marine (1863-1894)","Crutchley, William Caius",44864,en,NA,Public domain in the USA.,TRUE
48583,"Chambers's Edinburgh Journal, No. 306
New Series, Saturday, November 10, 1849",Various,116,en,Chambers's Edinburgh Journal,Public domain in the USA.,TRUE
48584,"Big Game Shooting, volume 1 (of 2)","Phillipps-Wolley, Clive",35070,en,NA,Public domain in the USA.,TRUE
48586,"The War; ""Stonewall"" Jackson, His Campaigns and Battles, the Regiment as I Saw Them","Wood, James H. (James Harvey)",44865,en,NA,Public domain in the USA.,TRUE
48588,"English Industries of the Middle Ages
Being an Introduction to the Industrial History of Medieval England","Salzman, L. F. (Louis Francis)",41960,en,NA,Public domain in the USA.,TRUE
48589,"Humanitarian Philosophy, 4th Edition","Kusel, Emil Edward",44868,en,NA,Public domain in the USA.,TRUE
48591,"Motor Matt's Promise; or, The Wreck of the Hawk","Matthews, Stanley R.",43601,en,NA,Public domain in the USA.,TRUE
48592,The Square Jaw,NA,NA,en,NA,Public domain in the USA.,TRUE
48593,As the Goose Flies,"Pyle, Katharine",1139,en,NA,Public domain in the USA.,TRUE
48594,Touring in 1600: A Study in the Development of Travel as a Means of Education,"Bates, E. S. (Ernest Stuart)",44869,en,NA,Public domain in the USA.,TRUE
48596,Take It from Dad,"Livermore, George Griswold",44874,en,NA,Public domain in the USA.,TRUE
48597,"Harper's Young People, August 2, 1881
An Illustrated Weekly",Various,116,en,NA,Public domain in the USA.,TRUE
48598,"Sun, Sand and Somals
Leaves from the note-book of a District Commissioner in British Somaliland","Rayne, Henry A.",44875,en,NA,Public domain in the USA.,TRUE
48599,Norma Kent of the WACS,"Snell, Roy J. (Roy Judson)",3593,en,World War II,Public domain in the USA.,TRUE
48602,The Early Norman Castles of the British Isles.,"Armitage, Ella S.",44878,en,NA,Public domain in the USA.,TRUE
48603,"We and Our Neighbors; or, The Records of an Unfashionable Street","Stowe, Harriet Beecher",115,en,NA,Public domain in the USA.,TRUE
48604,The Daughters of the Little Grey House,"Taggart, Marion Ames",39964,en,NA,Public domain in the USA.,TRUE
48605,"The Russian Story Book
Containing tales from the song-cycles of Kiev and Novgorod and other early sources","Wilson, Richard",46529,en,NA,Public domain in the USA.,TRUE
48606,"Birds and Nature, Vol. 08, No. 5, December 1900
Illustrated by Color Photography",Various,116,en,NA,Public domain in the USA.,TRUE
48608,"The Orphan's Home Mittens, and George's Account of the Battle of Roanoke Island
Being the Sixth and Last Book of the Series","Fanny, Aunt",33364,en,NA,Public domain in the USA.,TRUE
48610,"Harper's Young People, August 9, 1881
An Illustrated Weekly",Various,116,en,NA,Public domain in the USA.,TRUE
48611,"Fall and Holiday Trade, Season 1900-1901, Nerlich & Co. Illustrated Catalogue",Nerlich & Co.,44880,en,NA,Public domain in the USA.,TRUE
48612,Psychological Warfare,"Linebarger, Paul Myron Anthony",34034,en,NA,Public domain in the USA.,TRUE
48613,"Across the Andes
A Tale of Wandering Days Among the Mountains of Bolivia and the Jungles of the Upper Amazon","Post, Charles Johnson",25880,en,NA,Public domain in the USA.,TRUE
48614,Women's Suffrage: A Short History of a Great Movement,"Fawcett, Millicent Garrett, Dame",5969,en,NA,Public domain in the USA.,TRUE
48615,The Shogun's Daughter,"Bennet, Robert Ames",1956,en,NA,Public domain in the USA.,TRUE
48616,The Redemption of Freetown,"Sheldon, Charles M.",1495,en,NA,Public domain in the USA.,TRUE
48617,"Historically Famous Lighthouses
CG-232",United States. Coast Guard,44882,en,NA,Public domain in the USA.,TRUE
48619,"Blackie & Son's Illustrated Story Books Catalogue, 1889",Blackie & Son,36757,en,NA,Public domain in the USA.,TRUE
48620,The Third Circle,"Norris, Frank",103,en,NA,Public domain in the USA.,TRUE
48621,Light-Fingered Gentry,"Phillips, David Graham",235,en,NA,Public domain in the USA.,TRUE
48622,Grettir the Outlaw: A Story of Iceland,"Baring-Gould, S. (Sabine)",1766,en,NA,Public domain in the USA.,TRUE
48626,Mollie's Substitute Husband,"McConn, Max",44887,en,NA,Public domain in the USA.,TRUE
48630,Sylvie and Bruno (Illustrated),"Carroll, Lewis",7,en,NA,Public domain in the USA.,TRUE
48631,T. B. Peterson's List of Publications (1857),"T.B. Peterson & Brothers (Philadelphia, Pa.)",44891,en,NA,Public domain in the USA.,TRUE
48634,Pioneers in Australasia,"Johnston, Harry",4771,en,NA,Public domain in the USA.,TRUE
48635,"A Study of Siouan Cults
Eleventh Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1889-1890, Government Printing Office, Washington, 1861, pages 351-544","Dorsey, James Owen",7103,en,NA,Public domain in the USA.,TRUE
48636,Stories and Letters from the Trenches,Various,116,en,NA,Public domain in the USA.,TRUE
48637,Pioneer Life in Illinois,"Perryman, F. M.",44893,en,NA,Public domain in the USA.,TRUE
48641,"Monsieur Lecoq, v. 2","Gaboriau, Emile",172,en,NA,Public domain in the USA.,TRUE
48642,A Servant of the Public,"Hope, Anthony",63,en,NA,Public domain in the USA.,TRUE
48643,The Country of the Dwarfs,"Du Chaillu, Paul B. (Paul Belloni)",25508,en,NA,Public domain in the USA.,TRUE
48644,The Heart of the Red Firs: A Story of the Pacific Northwest,"Anderson, Ada Woodruff",5010,en,NA,Public domain in the USA.,TRUE
48645,Library Cataloguing,"Quinn, John Henry",44899,en,NA,Public domain in the USA.,TRUE
48646,"Harper's Round Table, November 19, 1895",Various,116,en,NA,Public domain in the USA.,TRUE
48647,The Mornin'-Glory Girl,NA,NA,en,NA,Public domain in the USA.,TRUE
48648,Doctor Papa,"May, Sophie",3465,en,NA,Public domain in the USA.,TRUE
48649,The Rosetta Stone,"Budge, E. A. Wallis (Ernest Alfred Wallis), Sir",2338,en,NA,Public domain in the USA.,TRUE
48653,"The Khaki Boys at the Front; or, Shoulder to Shoulder in the Trenches","Chase, Josephine",1598,en,NA,Public domain in the USA.,TRUE
48655,"Dave Dashaway, Air Champion; Or, Wizard Work in the Clouds","Rockwood, Roy",1625,en,NA,Public domain in the USA.,TRUE
48661,"The Circle of Knowledge: A Classified, Simplified, Visualized Book of Answers",NA,NA,en,NA,Public domain in the USA.,TRUE
48663,"True Stories of the Great War, Volume 1 (of 6)
Tales of Adventure--Heroic Deeds--Exploits Told by the Soldiers, Officers, Nurses, Diplomats, Eye Witnesses",NA,NA,en,NA,Public domain in the USA.,TRUE
48664,"The Works of the Emperor Julian, Vol. 1","Julian, Emperor of Rome",44961,en,NA,Public domain in the USA.,TRUE
48666,The Sepoy,"Candler, Edmund",36363,en,NA,Public domain in the USA.,TRUE
48668,"Anthon L. Skanchy
A Brief Autobiographical Sketch of the Missionary Labors of a Valiant Soldier for Christ","Skanchy, Anthon L. (Anthon Lornsen)",44910,en,NA,Public domain in the USA.,TRUE
48673,Elementary Composition,NA,NA,en,NA,Public domain in the USA.,TRUE
48674,A Hundred Years Hence: The Expectations of an Optimist,"Russell, T. Baron",44913,en,NA,Public domain in the USA.,TRUE
48675,Cassell's book of birds; vol. 1,"Brehm, Alfred Edmund",6874,en,NA,Public domain in the USA.,TRUE
48677,"A Year with the Birds
Third Edition, Enlarged","Fowler, W. Warde (William Warde)",3907,en,NA,Public domain in the USA.,TRUE
48678,Dutch Bulbs and Gardens,NA,NA,en,NA,Public domain in the USA.,TRUE
48680,The Border Boys on the Trail,"Goldfrap, John Henry",1974,en,NA,Public domain in the USA.,TRUE
48685,Spinster of This Parish,"Maxwell, W. B. (William Babington)",5590,en,NA,Public domain in the USA.,TRUE
48686,"Valentine and Orson: A Romantic Melo-Drame
As Performed at the Theatre-Royal Covent-Garden","Dibdin, Thomas",48245,en,NA,Public domain in the USA.,TRUE
48688,"The Poems of John Donne, Volume 1 (of 2)
Edited from the Old Editions and Numerous Manuscripts","Donne, John",8886,en,NA,Public domain in the USA.,TRUE
48690,The Revolt of Man,"Besant, Walter",5404,en,NA,Public domain in the USA.,TRUE
48691,"Forty Years at El Paso, 1858-1898","Mills, W. W. (William Wallace)",44925,en,NA,Public domain in the USA.,TRUE
48693,Notes on Railroad Accidents,"Adams, Charles Francis",3239,en,NA,Public domain in the USA.,TRUE
48694,"Musk-Ox, Bison, Sheep and Goat",NA,NA,en,NA,Public domain in the USA.,TRUE
48695,The Stag Cook Book: Written for Men by Men,NA,NA,en,NA,Public domain in the USA.,TRUE
48696,Stories of Fortune,NA,NA,en,NA,Public domain in the USA.,TRUE
48697,"Anglo-Dutch Rivalry During the First Half of the Seventeenth Century
being the Ford lectures delivered at Oxford in 1910","Edmundson, George",5762,en,NA,Public domain in the USA.,TRUE
48698,La Gaviota: A Spanish novel,"Caballero, Fernán",7378,en,NA,Public domain in the USA.,TRUE
48699,The Hungry Heart: A Novel,"Phillips, David Graham",235,en,NA,Public domain in the USA.,TRUE
48700,On Cambrian and Cumbrian Hills: Pilgrimages to Snowdon and Scafell,"Salt, Henry S.",36994,en,NA,Public domain in the USA.,TRUE
48701,The Black Galley,"Raabe, Wilhelm",8890,en,NA,Public domain in the USA.,TRUE
48702,English Grammar and Composition for Public Schools,"Armstrong, G. H. (George Henry)",44931,en,NA,Public domain in the USA.,TRUE
48703,"John Porter Fort: A Memorial, and Personal Reminiscences","Fort, John Porter",44932,en,NA,Public domain in the USA.,TRUE
48704,"Autobiography of Matthew Scott, Jumbo's Keeper; Also Jumbo's Biography, by the same Author","Scott, Matthew",44934,en,NA,Public domain in the USA.,TRUE
48706,The Mikirs,"Stack, Edward",44936,en,NA,Public domain in the USA.,TRUE
48707,Gentlemen of the Jury: A Farce,"Baker, George M. (George Melville)",44486,en,NA,Public domain in the USA.,TRUE
48708,Den Hunting as a Means of Coyote Control,NA,NA,en,NA,Public domain in the USA.,TRUE
48709,Information for the Guidance of Field Men and Cooperators of the Bureau of Biological Survey Engaged in the Control of Injurious Rodents and Predatory Animals,NA,NA,en,NA,Public domain in the USA.,TRUE
48710,Hints on Bobcat Trapping,"Young, Stanley Paul",44407,en,NA,Public domain in the USA.,TRUE
48711,Hints on Mountain-Lion Trapping,"Young, Stanley Paul",44407,en,NA,Public domain in the USA.,TRUE
48714,Cape Gloucester: The Green Inferno,"Nalty, Bernard C.",44939,en,World War II,Public domain in the USA.,TRUE
48716,The History of the 36th (Ulster) Division,"Falls, Cyril",44941,en,NA,Public domain in the USA.,TRUE
48718,The Imperial Crown,"Raabe, Wilhelm",8890,en,NA,Public domain in the USA.,TRUE
48719,Straw Hats: Their history and manufacture,"Inwards, Harry",44942,en,NA,Public domain in the USA.,TRUE
48720,Brenda's Cousin at Radcliffe: A Story for Girls,"Reed, Helen Leah",37330,en,NA,Public domain in the USA.,TRUE
48721,"The Brothers Dalziel
A Record of Fifty Years Work in Conjunction with many of the Most Distinguished Artists of the Period 1840-1890",NA,NA,en,NA,Public domain in the USA.,TRUE
48722,Making Fermented Pickles,"LeFevre, Edwin",44832,en,NA,Public domain in the USA.,TRUE
48723,A Parody on Patience,"Dalziel, D. (Davison)",43566,en,Opera,Public domain in the USA.,TRUE
48724,"Christmas Stories: ""Jest 'Fore Christmas"" and ""The Night Before Christmas""",NA,NA,en,NA,Public domain in the USA.,TRUE
48726,Diane of Ville Marie: A Romance of French Canada,"Macdonnell, Blanche Lucile",44946,en,NA,Public domain in the USA.,TRUE
48728,By-gone Tourist Days: Letters of Travel,"Collins, Laura G. Case",44945,en,NA,Public domain in the USA.,TRUE
48729,"The Strand Magazine, Vol. 17, No. 97, January to June 1899
An Illustrated Monthly",Various,116,en,NA,Public domain in the USA.,TRUE
48730,Elderflowers,"Raabe, Wilhelm",8890,en,NA,Public domain in the USA.,TRUE
48731,"Les Misérables, v. 1/5: Fantine","Hugo, Victor",85,en,NA,Public domain in the USA.,TRUE
48732,"Les Misérables, v. 2/5: Cosette","Hugo, Victor",85,en,NA,Public domain in the USA.,TRUE
48733,"Les Misérables, v. 3/5: Marius","Hugo, Victor",85,en,NA,Public domain in the USA.,TRUE
48734,"Les Misérables, v. 4/5: The Idyll and the Epic","Hugo, Victor",85,en,NA,Public domain in the USA.,TRUE
48735,"Les Misérables, v. 5/5: Jean Valjean","Hugo, Victor",85,en,NA,Public domain in the USA.,TRUE
48736,"Legends of the Patriarchs and Prophets
And Other Old Testament Characters from Various Sources","Baring-Gould, S. (Sabine)",1766,en,NA,Public domain in the USA.,TRUE
48737,Turkish Harems & Circassian Homes,"Hope, Andrée",44949,en,NA,Public domain in the USA.,TRUE
48740,"The Book of Old-Fashioned Flowers
And Other Plants Which Thrive in the Open-Air of England","Roberts, Harry",44951,en,NA,Public domain in the USA.,TRUE
48741,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 02 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48742,The Missionary: An Indian Tale; vol. I,"Morgan, Lady (Sydney)",44953,en,NA,Public domain in the USA.,TRUE
48743,The Missionary: An Indian Tale; vol. II,"Morgan, Lady (Sydney)",44953,en,NA,Public domain in the USA.,TRUE
48744,The Missionary: An Indian Tale; vol. III,"Morgan, Lady (Sydney)",44953,en,NA,Public domain in the USA.,TRUE
48745,Captain of the Crew,"Barbour, Ralph Henry",2067,en,NA,Public domain in the USA.,TRUE
48746,"Encyclopedia of Diet: A Treatise on the Food Question, Vol. 2","Christian, Eugene",43822,en,NA,Public domain in the USA.,TRUE
48747,Who Ate the Pink Sweetmeat? And Other Christmas Stories,NA,NA,en,Christmas,Public domain in the USA.,TRUE
48748,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 04 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48749,Liliom: A Legend in Seven Scenes and a Prologue,"Molnár, Ferenc",5844,en,NA,Public domain in the USA.,TRUE
48752,"Leon Roch: A Romance, vol. 1 (of 2)","Pérez Galdós, Benito",3821,en,NA,Public domain in the USA.,TRUE
48753,"Ten Acres Enough
A practical experience, showing how a very small farm may be made to keep a very large family","Morris, Edmund",44956,en,NA,Public domain in the USA.,TRUE
48754,The Dardanelles: Colour Sketches From Gallipoli,"Wilkinson, Norman",44964,en,NA,Public domain in the USA.,TRUE
48756,"By Blow and Kiss: The Love Story of a Man with a Bad Name.
(Published serially under the title Unstable as Water).","Cable, Boyd",3947,en,NA,Public domain in the USA.,TRUE
48757,"The Scientific Tourist through Ireland
in which the traveller is directed to the principal objects of antiquity, art, science & the picturesque","Walford, Thomas",44957,en,NA,Public domain in the USA.,TRUE
48758,"France and England in North America, Part VII, Vol 2: A Half-Century of Conflict","Parkman, Francis",510,en,NA,Public domain in the USA.,TRUE
48759,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 05 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48760,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 06 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48761,Sixty Folk-Tales from Exclusively Slavonic Sources,NA,NA,en,NA,Public domain in the USA.,TRUE
48762,History of the Decline and Fall of the Roman Empire,"Gibbon, Edward",375,en,NA,Public domain in the USA.,TRUE
48763,"A Book of Giants: Tales of Very Tall Men of Myth, Legend, History, and Science.","Lanier, Henry Wysham",44958,en,NA,Public domain in the USA.,TRUE
48766,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 07 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48767,The Quest of Glory,"Bowen, Marjorie",41727,en,NA,Public domain in the USA.,TRUE
48768,"The Works of the Emperor Julian, Vol. 2","Julian, Emperor of Rome",44961,en,NA,Public domain in the USA.,TRUE
48770,"The travels of Pedro de Cieza de Léon, A.D. 1532-50,
contained in the first part of his Chronicle of Peru","Cieza de León, Pedro de",31190,en,NA,Public domain in the USA.,TRUE
48771,Roman Legends: A collection of the fables and folk-lore of Rome,"Busk, Rachel Harriette",40608,en,NA,Public domain in the USA.,TRUE
48772,"The Poems of John Donne, Volume 2 (of 2)
Edited from the Old Editions and Numerous Manuscripts","Donne, John",8886,en,NA,Public domain in the USA.,TRUE
48773,Calvary: A Novel,"Mirbeau, Octave",6950,en,NA,Public domain in the USA.,TRUE
48774,"Summer Provinces by the Sea
A description of the Vacation Resources of Eastern Quebec and the Maritime Provinces of Canada, in the territory served by the Canadian Government Railways",NA,NA,en,NA,Public domain in the USA.,TRUE
48775,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 08 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48776,"Petrarch, the First Modern Scholar and Man of Letters
A Selection from His Correspondence with Boccaccio and Other Friends, Designed to Illustrate the Beginnings of the Renaissance","Petrarca, Francesco",7519,en,NA,Public domain in the USA.,TRUE
48780,"Social England under the Regency, Vol. 2 (of 2)","Ashton, John",9006,en,NA,Public domain in the USA.,TRUE
48782,Lion and Dragon in Northern China,"Johnston, Reginald Fleming, Sir",44967,en,NA,Public domain in the USA.,TRUE
48785,The travels of Pedro de Cieza de Léon; part 2,"Cieza de León, Pedro de",31190,en,NA,Public domain in the USA.,TRUE
48786,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 09 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48788,On a Chinese Screen,"Maugham, W. Somerset (William Somerset)",126,en,NA,Public domain in the USA.,TRUE
48789,Speaking of the Turks,"Mufti-zada, K. Ziya, bey",44970,en,NA,Public domain in the USA.,TRUE
48790,"The Catholic World, Vol. 15, Nos. 85-90, April 1872-September 1872
A Monthly Magazine",Various,116,en,NA,Public domain in the USA.,TRUE
48791,"Project Gutenberg Newsletters 1999
Thirteen Letters: December 1998 to December 1999","Hart, Michael",958,en,NA,Public domain in the USA.,TRUE
48792,"Non-Criminal Prisons
English Debtor's Prisons and Prisons of War; French War Prisons; American War Prisons with References to Those of Other Lands","Griffiths, Arthur",3987,en,NA,Public domain in the USA.,TRUE
48793,"Bacteria
Especially as they are related to the economy of nature, to industrial processes, and to the public health","Newman, George, Sir",45404,en,NA,Public domain in the USA.,TRUE
48794,Pioneer Imprints from Fifty States,NA,NA,en,NA,Public domain in the USA.,TRUE
48795,Sylvie and Bruno Concluded (Illustrated),"Carroll, Lewis",7,en,NA,Public domain in the USA.,TRUE
48796,"Index Expurgatorius Anglicanus
Or, a descriptive catalogue of the principal books printed or published in England, which have been suppressed, or burnt by the common hangman, or censured, or for which the authors, printers, or publishers have been prosecuted","Hart, W. H. (William Henry)",44972,en,NA,Public domain in the USA.,TRUE
48797,Ballads of Beauty,NA,NA,en,NA,Public domain in the USA.,TRUE
48800,"Chap-books of the Eighteenth Century
With Facsimiles, Notes, and Introduction","Ashton, John",9006,en,NA,Public domain in the USA.,TRUE
48802,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 10 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48803,"Harper's Young People, August 16, 1881
An Illustrated Weekly",Various,116,en,NA,Public domain in the USA.,TRUE
48804,Common Sense in the Household: A Manual of Practical Housewifery,"Harland, Marion",1818,en,NA,Public domain in the USA.,TRUE
48805,"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 11 (1820)",Various,116,en,NA,Public domain in the USA.,TRUE
48806,Fanny Burney (Madame D'Arblay),"Dobson, Austin",2155,en,NA,Public domain in the USA.,TRUE
48807,First Offensive: The Marine Campaign for Guadalcanal,"Shaw, Henry I.",44976,en,World War II,Public domain in the USA.,TRUE
