gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
26331,A Child's Primer of Natural History,"Herford, Oliver",24852,en,NA,Public domain in the USA.,TRUE
26332,A Prize for Edie,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
26334,"The Map of Life
Conduct and Character","Lecky, William Edward Hartpole",9269,en,NA,Public domain in the USA.,TRUE
26335,Brite and Fair,"Shute, Henry A. (Henry Augustus)",1700,en,NA,Public domain in the USA.,TRUE
26337,"The Great Events by Famous Historians, Volume 09",NA,NA,en,NA,Public domain in the USA.,TRUE
26339,Cupology: How to Be Entertaining,Clara,31924,en,NA,Public domain in the USA.,TRUE
26340,"Of Natural and Supernatural Things
Also of the first Tincture, Root, and Spirit of Metals and Minerals, how the same are Conceived, Generated, Brought forth, Changed, and Augmented.",Basilius Valentinus,31925,en,NA,Public domain in the USA.,TRUE
26341,On The Structure of Greek Tribal Society: An Essay,"Seebohm, Hugh E. (Hugh Exton)",31927,en,NA,Public domain in the USA.,TRUE
26342,Chronicles of Strathearn,NA,NA,en,NA,Public domain in the USA.,TRUE
26344,Letters of a Dakota Divorcee,"Burr, Jane",31929,en,NA,Public domain in the USA.,TRUE
26345,Girl Scouts in the Adirondacks,"Roy, Lillian Elizabeth",1910,en,NA,Public domain in the USA.,TRUE
26346,Our Bird Comrades,"Keyser, Leander S. (Leander Sylvester)",31703,en,Natural History/Animals-Wild-Birds,Public domain in the USA.,TRUE
26348,Lisbeth Longfrock,"Aanrud, Hans",31932,en,NA,Public domain in the USA.,TRUE
26354,Woodward's Country Homes,NA,NA,en,NA,Public domain in the USA.,TRUE
26355,"Tom, The Bootblack; or, The Road to Success","Alger, Horatio, Jr.",168,en,NA,Public domain in the USA.,TRUE
26356,A Brother To Dragons and Other Old-time Tales,"Rives, Amélie",31939,en,NA,Public domain in the USA.,TRUE
26357,"Is the Young Man Absalom Safe?
A Sermon Preached in the Church of St. Mary Magdalene, Stoke Bishop, on Sunday, July 19th, 1885","Wright, David",31940,en,NA,Public domain in the USA.,TRUE
26358,Eastern Tales by Many Story Tellers,NA,NA,en,NA,Public domain in the USA.,TRUE
26360,"The Old Man of the Mountain, The Lovecharm and Pietro of Abano
Tales from the German of Tieck","Tieck, Ludwig",31945,en,NA,Public domain in the USA.,TRUE
26361,"The New Testament of our Lord and Savior Jesus Christ.
The common English version, corrected by the final committee of the American Bible Union.",NA,NA,en,NA,Public domain in the USA.,TRUE
26364,"Reincarnation and the Law of Karma
A Study of the Old-New World-Doctrine of Rebirth, and Spiritual Cause and Effect","Atkinson, William Walker",4862,en,NA,Public domain in the USA.,TRUE
26365,"Intestinal Ills
Chronic Constipation, Indigestion, Autogenetic Poisons, Diarrhea, Piles, Etc. Also Auto-Infection, Auto-Intoxication, Anemia, Emaciation, Etc. Due to Proctitis and Colitis","Jamison, Alcinous B. (Alcinous Burton)",31949,en,NA,Public domain in the USA.,TRUE
26366,The Electric Bath,"Schweig, George M.",31950,en,NA,Public domain in the USA.,TRUE
26367,The Young Alaskans on the Missouri,"Hough, Emerson",1094,en,NA,Public domain in the USA.,TRUE
26368,"The Ladies Book of Useful Information
Compiled from many sources",Anonymous,216,en,NA,Public domain in the USA.,TRUE
26369,"Amy Harrison; or, Heavenly Seed and Heavenly Dew",Unknown,49,en,NA,Public domain in the USA.,TRUE
26372,Panther Eye,"Snell, Roy J. (Roy Judson)",3593,en,NA,Public domain in the USA.,TRUE
26374,The Cookery Blue Book,First Unitarian Society of San Francisco. Society for Christian Work,31956,en,Cookbooks and Cooking,Public domain in the USA.,TRUE
26377,"New York Times Current History; The European War, Vol 2, No. 4, July, 1915
April-September, 1915",Various,116,en,Current History,Public domain in the USA.,TRUE
26378,The Care of Books,"Clark, John Willis",8657,en,Bibliomania,Public domain in the USA.,TRUE
26379,"Vice in its Proper Shape
Or, The Wonderful and Melancholy Transformation of Several
Naughty Masters and Misses Into Those Contemptible Animals
Which They Most Resemble In Disposition.",Anonymous,216,en,NA,Public domain in the USA.,TRUE
26380,Complete Story of the San Francisco Horror,NA,NA,en,NA,Public domain in the USA.,TRUE
26381,"Uncle Sam's Boys as Lieutenants; or, Serving Old Glory as Line Officers","Hancock, H. Irving (Harrie Irving)",2034,en,NA,Public domain in the USA.,TRUE
26382,"Ancient America, in Notes on American Archaeology","Baldwin, John D. (John Denison)",31964,en,NA,Public domain in the USA.,TRUE
26383,"Anna Seward, and Classic Lichfield","Martin, Stapleton",31965,en,NA,Public domain in the USA.,TRUE
26384,"Separation and Service; or, Thoughts on Numbers VI, VII.","Taylor, James Hudson",25841,en,NA,Public domain in the USA.,TRUE
26385,"Punch, or the London Charivari, Volume 104, January 7, 1893",Various,116,en,Punch,Public domain in the USA.,TRUE
26386,Laboulaye's Fairy Book,"Laboulaye, Édouard",4235,en,NA,Public domain in the USA.,TRUE
26388,A Humorous History of England,"Harrison, Charles",31969,en,Humor,Public domain in the USA.,TRUE
26389,Dorothy on a Ranch,"Raymond, Evelyn",31472,en,NA,Public domain in the USA.,TRUE
26390,The Two Great Retreats of History,NA,NA,en,Napoleonic(Bookshelf),Public domain in the USA.,TRUE
26391,The Unknown Wrestler,"Cody, H. A. (Hiram Alfred)",2694,en,NA,Public domain in the USA.,TRUE
26392,The Hero of Garside School,"Panting, J. Harwood, (James Harwood)",31973,en,NA,Public domain in the USA.,TRUE
26393,The Medicinal Plants of the Philippines,"Pardo de Tavera, T. H. (Trinidad Hermenegildo)",6045,en,Botany,Public domain in the USA.,TRUE
26396,"""No Clue!"": A Mystery Story","Hay, James",9110,en,NA,Public domain in the USA.,TRUE
26397,Miracles and Supernatural Religion,"Whiton, James Morris",31977,en,NA,Public domain in the USA.,TRUE
26398,Tudor and Stuart Love Songs,NA,NA,en,NA,Public domain in the USA.,TRUE
26399,Fairy Prince and Other Stories,"Abbott, Eleanor Hallowell",5556,en,NA,Public domain in the USA.,TRUE
26401,"Buchanan's Journal of Man, June 1887
Volume 1, Number 5",NA,NA,en,Buchanan's Journal of Man,Public domain in the USA.,TRUE
26405,Penguin Persons & Peppermints,"Eaton, Walter Prichard",31982,en,NA,Public domain in the USA.,TRUE
26407,"An Arrow in a Sunbeam, and Other Tales",NA,NA,en,NA,Public domain in the USA.,TRUE
26408,"A Budget of Paradoxes, Volume II","De Morgan, Augustus",25678,en,NA,Public domain in the USA.,TRUE
26409,The Children of Wilton Chase,"Meade, L. T.",1621,en,NA,Public domain in the USA.,TRUE
26410,"Peak's Island
A Romance of Buccaneer Days","Piper, Anna W. Ford",31983,en,NA,Public domain in the USA.,TRUE
26412,"Life and sport in China
Second Edition","Ready, Oliver George",31985,en,NA,Public domain in the USA.,TRUE
26413,"Selections from Early Middle English, 1130-1250. Part 1: Texts",NA,NA,en,NA,Public domain in the USA.,TRUE
26414,Fil and Filippa: Story of Child Life in the Philippines,"Thomson, John Stuart",31989,en,NA,Public domain in the USA.,TRUE
26416,The Naval History of the United States. Volume 2,"Abbot, Willis J. (Willis John)",6179,en,NA,Public domain in the USA.,TRUE
26417,A Sheaf of Corn,"Mann, Mary E.",2584,en,NA,Public domain in the USA.,TRUE
26419,"The Life of Gordon, Volume I","Boulger, Demetrius Charles",2169,en,NA,Public domain in the USA.,TRUE
26420,The Convert,"Robins, Elizabeth",3274,en,NA,Public domain in the USA.,TRUE
26421,"Great Men and Famous Women. Vol. 1
A series of pen and pencil sketches of the lives of more than 200 of the most prominent personages in History",NA,NA,en,NA,Public domain in the USA.,TRUE
26422,"Great Men and Famous Women. Vol. 2
A series of pen and pencil sketches of the lives of more than 200 of the most prominent personages in History",NA,NA,en,NA,Public domain in the USA.,TRUE
26423,"Great Men and Famous Women. Vol. 3
A series of pen and pencil sketches of the lives of more than 200 of the most prominent personages in History",NA,NA,en,NA,Public domain in the USA.,TRUE
26424,"Great Men and Famous Women. Vol. 4
A series of pen and pencil sketches of the lives of more than 200 of the most prominent personages in History",NA,NA,en,NA,Public domain in the USA.,TRUE
26425,"Microcosmography
or, a Piece of the World Discovered; in Essays and Characters","Earle, John",31995,en,NA,Public domain in the USA.,TRUE
26426,Nagualism: A Study in Native American Folk-lore and History,"Brinton, Daniel G. (Daniel Garrison)",2993,en,NA,Public domain in the USA.,TRUE
26427,Cardinal Newman as a Musician,"Bellasis, Edward",31994,en,Music,Public domain in the USA.,TRUE
26429,Nights With Uncle Remus: Myths and Legends of the Old Plantation,"Harris, Joel Chandler",868,en,NA,Public domain in the USA.,TRUE
26430,Essay on the Creative Imagination,"Ribot, Th. (Théodule)",31997,en,NA,Public domain in the USA.,TRUE
26431,Children of Our Town,"Wells, Carolyn",1060,en,NA,Public domain in the USA.,TRUE
26433,"Blackwood's Edinburgh Magazine, Volume 62, Number 385. November, 1847.",Various,116,en,Blackwood's Edinburgh Magazine,Public domain in the USA.,TRUE
26434,"The Boys of Crawford's Basin
The Story of a Mountain Ranch in the Early Days of Colorado","Hamp, Sidford F. (Sidford Frederick)",32001,en,NA,Public domain in the USA.,TRUE
26437,The Rubaiyat of a Huffy Husband,"Little, Mary Wallace Bundy",32005,en,NA,Public domain in the USA.,TRUE
26438,"Are the Effects of Use and Disuse Inherited?
An Examination of the View Held by Spencer and Darwin","Ball, W. P. (William Platt)",32006,en,NA,Public domain in the USA.,TRUE
26439,"The Quarterly Review, Volume 162, No. 324, April, 1886",Various,116,en,NA,Public domain in the USA.,TRUE
26440,Fire Prevention and Fire Extinction,"Braidwood, James",32008,en,Technology,Public domain in the USA.,TRUE
26441,Humanity in the City,"Chapin, E. H. (Edwin Hubbell)",763,en,NA,Public domain in the USA.,TRUE
26442,True to His Home: A Tale of the Boyhood of Franklin,"Butterworth, Hezekiah",5730,en,NA,Public domain in the USA.,TRUE
26445,Songs from the Southland,NA,NA,en,NA,Public domain in the USA.,TRUE
26446,"The Trial and Execution, for Petit Treason, of Mark and Phillis, Slaves of Capt. John Codman
Who Murdered Their Master at Charlestown, Mass., in 1755; for Which the Man Was Hanged and Gibbeted, and the Woman Was Burned to Death. Including, Also, Some Account of Other Punishments by Burning in Massachusetts","Goodell, Abner Cheney",32012,en,NA,Public domain in the USA.,TRUE
26447,The Strange Case of Mortimer Fenley,"Tracy, Louis",1627,en,NA,Public domain in the USA.,TRUE
26448,The Dragon of Wantley: His Tale,"Wister, Owen",450,en,NA,Public domain in the USA.,TRUE
26449,"Rambles of an Archaeologist Among Old Books and in Old Places
Being Papers on Art, in Relation to Archaeology, Painting, Art-Decoration, and Art-Manufacture","Fairholt, F. W. (Frederick William)",32015,en,NA,Public domain in the USA.,TRUE
26450,The Story of Paris,"Okey, Thomas",32019,en,Mediæval Town Series,Public domain in the USA.,TRUE
26451,"A Stable for Nightmares; or, Weird Tales",NA,NA,en,NA,Public domain in the USA.,TRUE
26454,"Punch, or the London Charivari, Volume 104, May 6, 1893",Various,116,en,Punch,Public domain in the USA.,TRUE
26455,"A History of Lumsden's Battery, C.S.A.",NA,NA,en,US Civil War,Public domain in the USA.,TRUE
26457,New observations on the natural history of bees,"Huber, François",32029,en,Animals-Wild-Insects,Public domain in the USA.,TRUE
26473,The Arts of Persia & Other Countries of Islam,"Kevorkian, Hagop K.",32030,en,NA,Public domain in the USA.,TRUE
26474,Some Naval Yarns,"Hall, Mordaunt",32031,en,World War I,Public domain in the USA.,TRUE
26475,The Boy Scouts Book of Campfire Stories,NA,NA,en,Scouts,Public domain in the USA.,TRUE
26477,"Observations on the Florid Song; Or, Sentiments on the Ancient and Modern Singers","Tosi, Pier Francesco",32034,en,Music,Public domain in the USA.,TRUE
26478,The Wallypug in London,"Farrow, G. E. (George Edward)",7640,en,NA,Public domain in the USA.,TRUE
26481,"The Romance of Mathematics
Being the Original Researches of a Lady Professor of Girtham College in Polemical Science, with some Account of the Social Properties of a Conic; Equations to Brain Waves; Social Forces; and the Laws of Political Motion.","Ditchfield, P. H. (Peter Hampson)",2767,en,Mathematics,Public domain in the USA.,TRUE
26482,"Madeline Payne, the Detective's Daughter","Lynch, Lawrence L.",31516,en,NA,Public domain in the USA.,TRUE
26484,"Blackwood's Edinburgh Magazine, Volume 61, No. 380, June, 1847",Various,116,en,Blackwood's Edinburgh Magazine,Public domain in the USA.,TRUE
26485,"The Making of Bobby Burnit
Being a Record of the Adventures of a Live American Young Man","Chester, George Randolph",1465,en,NA,Public domain in the USA.,TRUE
26486,The Dukeries,"Gilchrist, Murray",32039,en,NA,Public domain in the USA.,TRUE
26490,"Lord Milner's Work in South Africa
From its Commencement in 1897 to the Peace of Vereeniging in 1902","Worsfold, W. Basil (William Basil)",32043,en,Boer War,Public domain in the USA.,TRUE
26491,The Sand-Hills of Jutland,"Andersen, H. C. (Hans Christian)",2298,en,NA,Public domain in the USA.,TRUE
26492,"Studies of American Fungi. Mushrooms, Edible, Poisonous, etc.","Atkinson, George Francis",32045,en,NA,Public domain in the USA.,TRUE
26493,"The Life of Gordon, Volume II","Boulger, Demetrius Charles",2169,en,NA,Public domain in the USA.,TRUE
26494,"Vera; Or, The Nihilists","Wilde, Oscar",111,en,NA,Public domain in the USA.,TRUE
26495,"A System of Logic, Ratiocinative and Inductive (Vol. 1 of 2)","Mill, John Stuart",1705,en,Philosophy,Public domain in the USA.,TRUE
26496,Rembrandt's Etching Technique: An Example,"Morse, Peter",32046,en,NA,Public domain in the USA.,TRUE
26497,"Bertie and the Gardeners; or, The Way to be Happy","Leslie, Madeline",31136,en,NA,Public domain in the USA.,TRUE
26498,Peter Cooper,"Raymond, Rossiter W. (Rossiter Worthington)",32047,en,NA,Public domain in the USA.,TRUE
26499,The Jucklins: A Novel,"Read, Opie Percival",8387,en,NA,Public domain in the USA.,TRUE
26500,Anecdotes of Dogs,"Jesse, Edward",32048,en,Animals-Domestic,Public domain in the USA.,TRUE
26501,Speeches of His Majesty Kamehameha IV. To the Hawaiian Legislature,"Kamehameha IV, King of the Hawaiian Islands",32049,en,NA,Public domain in the USA.,TRUE
26505,The Old Hanging Fork and Other Poems,"Doneghy, George W.",32052,en,NA,Public domain in the USA.,TRUE
26507,The Future of the American Negro,"Washington, Booker T.",880,en,African American Writers,Public domain in the USA.,TRUE
26509,Journal of the Third Voyage for the Discovery of a North-West Passage,"Parry, William Edward, Sir",5104,en,NA,Public domain in the USA.,TRUE
26512,"Description of a New Vespertilionine Bat from Yucatan
Author's Edition, extracted from Bulletin of the American
Museum of Natural History, Vol. IX, September 28, 1897","Allen, J. A. (Joel Asaph)",32057,en,Animals-Wild-Mammals,Public domain in the USA.,TRUE
26513,A Spelling-Book for Advanced Classes,"Optic, Oliver",260,en,NA,Public domain in the USA.,TRUE
26514,The Iron Pirate: A Plain Tale of Strange Happenings on the Sea,"Pemberton, Max",32059,en,"Pirates, Buccaneers, Corsairs, etc.",Public domain in the USA.,TRUE
26516,The Log of the Sun: A Chronicle of Nature's Year,"Beebe, William",31644,en,NA,Public domain in the USA.,TRUE
26517,Mary Jane's City Home,"Judson, Clara Ingram",2917,en,NA,Public domain in the USA.,TRUE
26518,Journal of an American Prisoner at Fort Malden and Quebec in the War of 1812,"Reynolds, James, active 1812",32065,en,NA,Public domain in the USA.,TRUE
26519,To Love,"Peterson, Margaret",32062,en,NA,Public domain in the USA.,TRUE
26520,The Fighting Edge,"Raine, William MacLeod",713,en,NA,Public domain in the USA.,TRUE
26521,Earthmen Bearing Gifts,"Brown, Fredric",32063,en,Science Fiction,Public domain in the USA.,TRUE
26522,"George Müller of Bristol, and His Witness to a Prayer-Hearing God","Pierson, Arthur T. (Arthur Tappan)",32067,en,NA,Public domain in the USA.,TRUE
26523,The Jessica Letters: An Editor's Romance,NA,NA,en,NA,Public domain in the USA.,TRUE
26524,The Huguenots in France,"Smiles, Samuel",224,en,NA,Public domain in the USA.,TRUE
26526,Stingaree,"Hornung, E. W. (Ernest William)",364,en,NA,Public domain in the USA.,TRUE
26527,Judith of the Cumberlands,"MacGowan, Alice",32071,en,NA,Public domain in the USA.,TRUE
26528,"Odd Numbers
Being Further Chronicles of Shorty McCabe","Ford, Sewell",7287,en,NA,Public domain in the USA.,TRUE
26529,"The Dakotan Languages, and Their Relations to Other Languages","Williamson, A. W. (Andrew Woods)",32072,en,NA,Public domain in the USA.,TRUE
26532,Over the Line,"Sherman, Harold M. (Harold Morrow)",32076,en,NA,Public domain in the USA.,TRUE
26533,Rainbow Hill,"Lawrence, Josephine",1578,en,NA,Public domain in the USA.,TRUE
26534,"The Girl from Sunset Ranch; Or, Alone in a Great City","Marlowe, Amy Bell",26286,en,NA,Public domain in the USA.,TRUE
26535,"The Standard Electrical Dictionary
A Popular Dictionary of Words and Terms Used in the Practice of Electrical Engineering","Sloane, T. O'Conor (Thomas O'Conor)",32077,en,NA,Public domain in the USA.,TRUE
